Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
S Duggan,Arg,2023,2023,2,2,5,0,18,0,Inf,3.6,Inf,NA,0,0,0
S Elayaperumal,Mex,2024,2024,5,1,1,0,11,0,Inf,11,Inf,NA,0,0,0
S Elworthy,South Africa,1998,2002,43,45,0,0,1679,57,31.111013986013987,3.713182943738081,52.68706293706293,4/66,0,0,0
S Fouche,Namibia,2023,2024,12,9,4,0,246,11,28.05,6.948170731707317,24.3,3/46,0,0,0
S Franklin,SUI,2021,2021,2,2,4,0,37,0,Inf,9.25,Inf,NA,0,0,0
S Gajjar,CZK-R,2020,2020,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Gantulga,MNG,2024,2024,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Gasteratos,GRC,2021,2021,4,4,12.5,1,95,5,19,7.402597402597403,15.4,2/4,0,0,0
S Ghimire,PORT,2023,2024,12,3,8,0,69,2,34.5,8.625,24,1/19,0,0,0
S Gill,Kenya,2024,2024,6,5,16,1,75,4,18.75,4.6875,24,2/14,0,0,0
S Godara,CAM,2023,2024,16,16,55.2,3,418,22,19,7.554216867469879,15.090909090909092,4/5,1,0,0
S Gooch,EST,2024,2024,9,9,31,2,208,14,14.857142857142858,6.709677419354839,13.285714285714286,3/20,0,0,0
S Goud,CZK-R,2019,2019,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Goustis,GRC,2019,2019,3,3,9,1,42,4,10.5,4.666666666666667,13.5,2/28,0,0,0
S Grover,CZK-R,2021,2024,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Guha,India,1967,1969,4,8,0,0,311,3,103.66666666666667,2.768545994065282,224.66666666666666,2/55,0,0,0
S Guruvayoorappan,Mex,2023,2024,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Haigh,England,1899,1912,11,16,0,0,622,24,25.916666666666668,2.8840803709428133,53.916666666666664,6/11,0,1,0
S Hallett,Peru,2019,2019,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Hirugade,Mex,2019,2024,14,13,39.4,0,242,13,18.615384615384617,6.100840336134454,18.307692307692307,4/16,1,0,0
S Hongsi,THA,2019,2023,5,4,5,0,67,2,33.5,13.4,15,1/11,0,0,0
S Hook,EST,2021,2024,24,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Houghton,CRT,2024,2024,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Iturbe,Arg,2023,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Ivetic,SRB,2022,2024,14,2,1,0,5,0,Inf,5,Inf,NA,0,0,0
S Jamil,Belg,2019,2024,12,1,1,0,11,0,Inf,11,Inf,NA,0,0,0
S Jeganathan,Sri Lanka,1983,1988,7,6,0,0,220,5,Inf,3.460869565217391,Inf,2/45,0,0,0
S Jele,SWZ,2024,2024,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Jora,NEP,2019,2024,36,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Joseph,West Indies,2024,2024,17,22,28,0,921,33,41.79090909090909,7.0056654165246055,38.2969696969697,7/68,0,3,0
S Jyoti,Canada,2006,2010,16,4,0,0,90,1,90,4.5,120,1/26,0,0,0
S Kalavitigoda,Sri Lanka,2005,2005,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Kamate,Mali,2022,2024,15,6,11,0,102,3,34,9.272727272727273,22,3/12,0,0,0
S Kansoy,TKY,2019,2019,4,1,1,0,14,0,Inf,14,Inf,NA,0,0,0
S Kaul,India,2018,2019,6,6,9.4,0,263,4,Inf,7.659642401021712,Inf,2/35,0,0,0
S Kaveri,Mex,2019,2024,16,11,29.1,0,170,13,13.076923076923077,5.828571428571428,13.461538461538462,4/21,1,0,0
S Keshvani,Canada,2009,2010,7,2,0,0,48,0,Inf,6,Inf,NA,0,0,0
S Kimura,Japan,2022,2023,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Kizilkaya,TKY,2019,2019,4,4,9,0,74,4,18.5,8.222222222222221,13.5,2/9,0,0,0
S Kollery,BOT,2022,2022,2,1,2,0,15,0,Inf,7.5,Inf,NA,0,0,0
S Koppolu,SVN,2022,2024,7,3,6,0,40,2,20,6.666666666666667,18,2/20,0,0,0
S Kubheka (Swa/Swz),NA,2021,2022,8,5,7,0,66,0,Inf,9.428571428571429,Inf,NA,0,0,0
S Kushretha,LUX,2020,2024,13,13,48,0,294,16,18.375,6.125,18,3/20,0,0,0
S Lamichhane,NEP,2018,2024,58,56,0,0,2313,121,19.115702479338843,4.445227418321588,25.801652892561982,6/11,8,3,0
S Lamichhane (Icc/Nep),NA,2018,2024,58,58,219.5,7,1352,108,12.518518518518519,6.150113722517058,12.212962962962964,5/9,2,1,0
S Lee,Australia,1995,2001,45,43,0,0,1245,48,25.9375,4.378663540445487,35.541666666666664,5/33,1,1,0
S Loday,BHU,2022,2024,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Madan Lal,India,1974,1987,106,127,0,0,4983,144,34.679239822496626,3.4499444728685456,63.90362724290951,5/23,2,4,0
S Maduranga,SKOR,2024,2024,6,6,13,0,90,2,45,6.923076923076923,39,2/16,0,0,0
S Mahmood,England,2019,2024,29,30,59,1,1064,38,26.767195767195766,5.471906602654913,38.007936507936506,4/42,2,0,0
S Mathur,Hong Kong,2023,2023,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Matsikenyeri,Zimbabwe,2002,2015,131,49,2.4,0,1146,18,Inf,5.994875776397516,Inf,2/25,0,0,0
S Mba,NGA,2021,2021,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Mills,IOM,2020,2020,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Mohan,PHI,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Morris,Australia,1885,1885,1,1,0,0,73,2,36.5,3.2205882352941173,68,2/73,0,0,0
S Moseley,West Indies,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Movva,Canada,2021,2024,31,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Mukuddem,BER,2006,2007,20,20,0,0,752,23,32.69565217391305,4.7,41.73913043478261,4/40,1,0,0
S Muniandy,MAS,2019,2024,85,48,138.1,1,1152,50,23.04,8.337756332931242,16.58,4/13,3,0,0
S Murari,CRC,2019,2024,8,8,29,0,128,6,21.333333333333332,4.413793103448276,29,1/10,0,0,0
S Mushtaq Ali,India,1934,1952,11,5,0,0,202,3,67.33333333333333,3.2063492063492065,126,1/45,0,0,0
S Muthusamy,South Africa,2019,2024,4,6,0,0,245,7,35,3.983739837398374,52.714285714285715,4/45,0,0,0
S Nadeem,India,2019,2021,2,4,0,0,273,8,34.125,3.576419213973799,57.25,2/18,0,0,0
S Nadigotla,ROM,2019,2024,35,5,12.2,0,81,4,20.25,6.5675675675675675,18.5,3/30,0,0,0
S Natsagdorj,MNG,2024,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Navaratne,Japan,2022,2023,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Nazir Ali,India,1932,1934,2,1,0,0,83,4,20.75,3.608695652173913,34.5,4/83,0,0,0
S Nerandzic,SRB,2019,2022,3,1,2,0,26,0,Inf,13,Inf,NA,0,0,0
S Nsubuga,UGA,2023,2023,15,15,42.1,0,294,17,17.294117647058822,6.972332015810277,14.882352941176471,3/22,0,0,0
S Nyalchand,India,1952,1952,1,1,0,0,97,3,32.333333333333336,1.515625,128,3/97,0,0,0
S O'linn,South Africa,1960,1961,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Ogundipe,NGA,2021,2021,4,4,10,0,45,2,22.5,4.5,30,1/9,0,0,0
S Periyalwar,ROM,2019,2024,34,1,0.1,0,4,0,Inf,24,Inf,NA,0,0,0
S Pillai,CRC,2019,2024,8,8,26.2,1,118,9,13.11111111111111,4.481012658227848,17.555555555555557,3/4,0,0,0
S Pitabeddara,SKOR,2024,2024,3,2,3,0,34,0,Inf,11.333333333333334,Inf,NA,0,0,0
S Pokhriyal,CZK-R,2019,2020,9,1,2,0,23,1,23,11.5,12,1/23,0,0,0
S Pradhan,BHU,2022,2024,26,24,66.5,1,457,20,22.85,6.837905236907731,20.05,4/25,1,0,0
S Prasanna,Sri Lanka,2011,2019,61,58,50,1,2206,42,Inf,5.369720204165269,Inf,3/32,0,0,0
S Qeshile,South Africa,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Ragoonath,West Indies,1999,1999,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Rakshit,CZK-R,2019,2019,6,5,12.5,0,99,2,49.5,7.7142857142857135,38.5,1/11,0,0,0
S Ramadhin,West Indies,1950,1961,43,76,0,0,4579,158,28.981012658227847,1.9710165722074755,88.22151898734177,7/49,0,10,1
S Ramakrishnan,CZK-R,2022,2022,6,2,4,0,46,0,Inf,11.5,Inf,NA,0,0,0
S Ramesh,India,1999,2001,43,6,0,0,81,1,Inf,5.555555555555555,Inf,1/23,0,0,0
S Ranatunga,Sri Lanka,1994,1997,22,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Randiv,Sri Lanka,2009,2016,50,57,21,0,2966,86,30.363664328780608,4.921409498748652,43.69315245478036,5/82,0,2,0
S Ravichandran,Japan,2022,2024,34,32,97.2,5,486,35,13.885714285714286,4.993150684931507,16.685714285714287,5/22,0,1,0
S Ravikumar,CRC,2019,2024,8,8,17.2,0,122,7,17.428571428571427,7.038461538461539,14.857142857142858,3/10,0,0,0
S Ravoka,Fiji,2022,2022,6,5,20,0,128,7,18.285714285714285,6.4,17.142857142857142,3/23,0,0,0
S Rengarajan,CZK-R,2020,2020,3,2,5,0,50,2,25,10,15,1/21,0,0,0
S Rossi,Arg,2019,2023,10,7,21.5,2,133,6,22.166666666666668,6.091603053435115,21.833333333333332,2/15,0,0,0
S Rukmal,SEY,2022,2024,12,10,34,0,228,5,45.6,6.705882352941177,40.8,2/18,0,0,0
S Rungrueang,THA,2023,2024,19,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Saeed,MDV,2019,2019,5,5,11,0,95,1,95,8.636363636363637,66,1/24,0,0,0
S Samal,RWN,2021,2021,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Samarawickrama,Sri Lanka,2017,2024,78,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Sandeep Warrier,India,2021,2021,1,1,3,0,23,0,Inf,7.666666666666667,Inf,NA,0,0,0
S Sankar,KSA,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Santhirakumaran,Fran,2021,2023,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Seelan,INA,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Seeraj,Canada,2006,2006,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Sengupta,CZK-R,2021,2022,9,6,18,0,169,4,42.25,9.38888888888889,27,3/35,0,0,0
S Shillingford,West Indies,2010,2014,16,27,0,0,2419,70,34.55714285714286,3.092032381763954,67.05714285714286,6/49,0,6,2
S Shivnarine,West Indies,1978,1979,9,11,0,0,183,1,Inf,4.157738095238095,Inf,1/13,0,0,0
S Shrivastava,OMA,2022,2024,13,13,20,0,297,16,18.5625,6.520962732919255,17.5625,5/18,1,1,0
S Simpson,JER,2024,2024,2,2,8,0,47,6,7.833333333333333,5.875,8,4/18,1,0,0
S Singh,PHI,2019,2024,48,6,15,0,147,4,Inf,8.964285714285715,Inf,3/32,0,0,0
S Siriotis,GRC,2021,2021,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Smith,BER,2019,2023,15,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Snater,NED,2018,2022,17,16,34.5,0,525,15,59.96153846153846,8.59732057416268,45.53846153846154,3/42,0,0,0
S Sohal,United States of America,2019,2019,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Sola,Samoa,2019,2022,10,7,24.3,1,146,7,20.857142857142858,5.959183673469388,21,3/21,0,0,0
S Somasunder,India,1996,1996,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Soosiyakumar,BUL,2019,2019,1,1,2,0,16,0,Inf,8,Inf,NA,0,0,0
S Sreesanth,India,2005,2011,90,111,34,2,6067,169,37.39351943076081,6.056611360904944,41.48118226600985,6/55,2,4,0
S Srikanth,SGP,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Sriram,India,2000,2004,8,8,0,0,274,9,30.444444444444443,5.074074074074074,36,3/43,0,0,0
S Ssesazi,UGA,2021,2024,82,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Stanikzay,Fran,2024,2024,9,9,32,1,217,6,36.166666666666664,6.78125,32,2/24,0,0,0
S Sumar,East (and Central) Africa,1975,1975,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Tabuisulu,Fiji,2023,2024,10,10,35.1,0,259,5,51.8,7.364928909952607,42.2,2/23,0,0,0
S Tarawally,Sri LankaE,2021,2021,6,6,19,0,118,1,118,6.2105263157894735,114,1/19,0,0,0
S Thakor,TAN,2021,2024,58,56,177,11,980,65,15.076923076923077,5.536723163841808,16.338461538461537,4/4,2,0,0
S Thakur,ROM,2021,2023,6,4,12,0,102,3,34,8.5,24,2/36,0,0,0
S Thanikaithasan,DEN,2021,2024,24,6,11.4,0,91,1,91,7.800000000000001,70,1/29,0,0,0
S Thuraisingam,Canada,2003,2008,13,13,7.5,0,349,15,22.73076923076923,4.981907312882195,27.942307692307693,4/35,1,0,0
S Tobgay,BHU,2019,2019,2,1,4,0,50,0,Inf,12.5,Inf,NA,0,0,0
S Tosic,SRB,2021,2024,22,12,27,0,230,9,25.555555555555557,8.518518518518519,18,2/10,0,0,0
S Toutai,Samoa,2023,2023,3,3,12,0,123,3,41,10.25,24,2/36,0,0,0
S Tuitoga,Fiji,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Tyagi,India,2009,2010,5,5,2,0,165,3,Inf,7.868181818181818,Inf,1/15,0,0,0
S Udawaththa,United Arab Emirates,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Udhayan,SEY,2021,2022,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Van Zyl,South Africa,2014,2016,12,11,0,0,148,6,24.666666666666668,2.203473945409429,67.16666666666667,3/20,0,0,0
S Varathappan,KUW,2019,2019,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Vashisht,ROM,2019,2024,34,28,90.1,5,558,28,19.928571428571427,6.188539741219962,19.321428571428573,4/22,2,0,0
S Vasilakis,GRC,2024,2024,4,4,10,0,71,3,23.666666666666668,7.1,20,2/9,0,0,0
S Vats,LUX,2020,2021,5,5,16,0,139,0,Inf,8.6875,Inf,NA,0,0,0
S Veerapathiran,BHR,2020,2024,43,42,129.3,1,1033,47,21.97872340425532,7.976833976833975,16.531914893617024,3/20,0,0,0
S Venkataraghavan,India,1965,1983,72,110,0,0,6176,161,72.25769230769231,3.0093880418510124,134.4826923076923,8/72,0,3,1
S Vesawkar,NEP,2014,2022,24,3,5,0,62,2,Inf,5.85,Inf,2/21,0,0,0
S Vijay Unni,MAS,2022,2024,43,43,139.3,2,880,45,19.555555555555557,6.3082437275985654,18.6,4/23,1,0,0
S Vijayakumar,SGP,2019,2019,9,9,28,1,204,12,17,7.285714285714286,14,4/25,1,0,0
S Viswanath,India,1985,1988,25,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Von Berg,South Africa,2024,2024,1,2,0,0,100,0,Inf,3.4482758620689653,Inf,NA,0,0,0
S Walusimbi,East (and Central) Africa,1975,1975,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Waqas Ahmed,NOR,2019,2021,10,8,23,1,154,8,19.25,6.695652173913044,17.25,2/24,0,0,0
S Wazir Ali,India,1932,1936,7,3,0,0,25,0,Inf,5,Inf,NA,0,0,0
S Weerakoon,Sri Lanka,2012,2012,2,1,0,0,49,1,49,4.9,60,1/49,0,0,0
S Weleilakeba,Fiji,2022,2022,3,2,3,0,33,0,Inf,11,Inf,NA,0,0,0
S Wettimuny,Sri Lanka,1982,1987,58,8,0,0,107,1,Inf,8.30921052631579,Inf,1/13,0,0,0
S Wickramasekara,CZK-R,2019,2023,34,28,86.2,2,620,23,26.956521739130434,7.181467181467182,22.52173913043478,5/15,1,1,0
S Williams,Sri LankaE,2021,2022,11,11,32,2,168,7,24,5.25,27.428571428571427,2/13,0,0,0
S Yeshey,BHU,2022,2024,23,22,73,1,420,19,22.105263157894736,5.7534246575342465,23.05263157894737,3/16,0,0,0
S Young,Australia,1997,1997,1,2,0,0,13,0,Inf,1.625,Inf,NA,0,0,0
S Zargar,Mex,2019,2019,1,1,3,0,22,2,11,7.333333333333333,9,2/22,0,0,0
Sa Abbott,Australia,2014,2024,46,46,61.1,1,1687,55,30.170424403183024,7.326792757936281,27.626657824933687,4/31,1,0,0
Sa Ahmad,DEN,2019,2024,33,28,86,4,474,27,17.555555555555557,5.511627906976744,19.11111111111111,3/9,0,0,0
Sa Ankola,India,1989,1997,21,22,0,0,743,15,55.65384615384615,4.4195786864931845,76.03846153846155,3/33,0,0,0
Sa Banerjee,India,1948,1949,1,2,0,0,181,5,36.2,3.549019607843137,61.2,4/120,0,0,0
Sa Britton,Ireland,2009,2009,1,1,0,0,37,0,Inf,6.166666666666667,Inf,NA,0,0,0
Sa Durani,India,1960,1973,29,46,0,0,2657,75,35.42666666666667,2.4731616506360536,85.94666666666667,6/73,0,3,1
Sa Edwards,NED,2018,2024,130,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sa Engelbrecht,NED,2023,2024,24,6,8,0,88,5,Inf,8.6875,Inf,2/13,0,0,0
Sa Jayasinghe,Sri Lanka,1979,1979,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sa Jumbe,TAN,2021,2024,56,54,155.5,1,1157,59,19.610169491525422,7.424598930481283,15.847457627118644,5/10,2,1,0
Sa Mohandas,HUN,2021,2024,22,21,70,0,551,21,26.238095238095237,7.871428571428571,20,3/26,0,0,0
Sa Muller,Australia,1999,1999,2,4,0,0,258,7,36.857142857142854,4.448275862068965,49.714285714285715,3/68,0,0,0
Sa Okpe,NGA,2019,2024,46,40,104.5,4,585,43,13.604651162790697,5.580286168521463,14.627906976744185,5/9,0,1,0
Sa Thomson,New Zealand,1990,1996,75,77,0,0,2555,61,44.150375939849624,3.702595722601693,77.61842105263159,3/63,0,0,0
Sa Wijeyeratne,Canada,2019,2024,27,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sa Yadav,India,2021,2024,116,2,1,0,22,2,Inf,6.75,Inf,2/5,0,0,0
Saad Ali,Pakistan,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saad Bin Zafar,Canada,2019,2024,69,67,167,7,1847,82,24.32356902356902,5.297184010357663,29.664646464646466,3/8,0,0,0
Saad Khan,KSA,2022,2024,16,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saad Nasim,Pakistan,2014,2015,6,3,1,0,58,0,Inf,9.833333333333334,Inf,NA,0,0,0
Saadat Ali,Pakistan,1984,1984,8,2,0,0,29,2,14.5,6.444444444444445,13.5,2/24,0,0,0
Sabbir Rahman,BAN,2014,2022,125,37,12.1,0,522,9,Inf,5.780396633539261,Inf,3/11,0,0,0
Saber Zakhil,Belg,2019,2024,43,18,50.2,0,338,15,22.533333333333335,6.71523178807947,20.133333333333333,3/20,0,0,0
Sabir Ali,United Arab Emirates,2022,2023,7,7,8,0,161,6,26.833333333333332,7.0514705882352935,25,2/50,0,0,0
Sachin Kumar,BHR,2022,2024,13,11,30,0,265,10,26.5,8.833333333333334,18,4/40,1,0,0
Sachin Mandy,GER,2022,2024,23,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sadeeq Khan,ROM,2019,2019,3,3,12,0,63,2,31.5,5.25,36,1/21,0,0,0
Sadiq Mohammad,Pakistan,1969,1981,60,13,0,0,124,2,Inf,3.522631578947369,Inf,2/20,0,0,0
Saeed Ahmed,Pakistan,1958,2024,50,47,17,0,970,28,32.22727272727273,6.15632798573975,53.5,4/64,0,0,0
Saeed Ajmal,Pakistan,2008,2015,212,242,238.2,2,10701,447,22.890098853415328,4.377461224765573,38.18527352318553,7/55,10,12,4
Saeed Anwar,Pakistan,1989,2003,302,17,0,0,214,6,Inf,3.8052685950413223,Inf,2/9,0,0,0
Saeed Azad,Pakistan,1995,1996,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saeed Waqar Ali,SVN,2024,2024,5,5,13,1,81,6,13.5,6.230769230769231,13,2/15,0,0,0
Saeed-Al-Saffar,United Arab Emirates,1996,1996,1,1,0,0,25,0,Inf,8.333333333333334,Inf,NA,0,0,0
Sagar Pun,NEP,2014,2018,10,8,23.3,0,131,6,21.833333333333332,5.574468085106383,23.5,3/26,0,0,0
Saghar Manzoor,CRT,2024,2024,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sahel Zadran,Aut,2021,2023,28,28,78.4,1,633,21,30.142857142857142,8.046610169491524,22.476190476190478,5/13,0,1,0
Sahibzada Farhan,Pakistan,2018,2024,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sahil Chauhan,EST,2023,2024,13,5,10,0,72,6,12,7.2,10,4/19,1,0,0
Sahir Naqash,GER,2019,2023,38,31,89.3,0,660,43,15.348837209302326,7.374301675977653,12.488372093023257,3/24,0,0,0
Said Hakim,Belg,2021,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saif Hassan,BAN,2020,2023,11,5,5.1,0,55,1,Inf,4.959677419354839,Inf,1/22,0,0,0
Saif Ullah Malik,MAS,2024,2024,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saif-Ul Islam,NOR,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saiful Islam,BAN,1990,1997,7,7,0,0,256,6,42.666666666666664,5.069306930693069,50.5,4/36,1,0,0
Saim Ayub,Pakistan,2023,2024,32,7,5,0,193,3,Inf,6.534343434343435,Inf,2/101,0,0,0
Saim Hussain,BUL,2022,2023,18,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sajad Ahmadzai,Belg,2022,2024,17,17,52.4,0,384,18,21.333333333333332,7.29113924050633,17.555555555555557,3/22,0,0,0
Sajedul Islam,BAN,2008,2013,4,6,1,0,247,3,Inf,9.60909090909091,Inf,2/71,0,0,0
Sajid Ali,Pakistan,1984,1997,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sajid Cheema,KSA,2019,2024,12,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sajid Khan,Pakistan,2021,2024,10,19,0,0,1355,44,30.795454545454547,3.3429276315789473,55.27272727272727,8/42,0,3,2
Sajid Khan Afridi,GRC,2024,2024,4,3,7,0,76,1,76,10.857142857142858,42,1/24,0,0,0
Sajid Liaqat,GER,2019,2024,9,9,31.4,0,303,12,25.25,9.568421052631578,15.833333333333334,3/24,0,0,0
Sajid Patel,LES,2024,2024,4,1,0,0,1,0,Inf,Inf,NA,NA,0,0,0
Sajjad Ahmed,BAN,1995,1995,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sajjad Akbar,Pakistan,1990,1990,2,1,0,0,45,2,22.5,4.5,30,2/45,0,0,0
Sakib Hasan,SRB,2019,2019,2,1,1,0,13,0,Inf,13,Inf,NA,0,0,0
Salahuddin,Pakistan,1965,1969,5,5,0,0,187,7,26.714285714285715,2.0549450549450547,78,2/36,0,0,0
Saleem Altaf,Pakistan,1967,1978,27,45,0,0,1861,51,33.68695652173913,2.8716531393467424,71.98913043478261,4/11,0,0,0
Saleem Elahi,Pakistan,1995,2004,61,1,0,0,10,0,Inf,10,Inf,NA,0,0,0
Saleem Jaffar,Pakistan,1986,1992,53,62,0,0,2521,76,33.09444444444444,3.5321645282704983,58.90277777777778,5/40,0,1,0
Saleem Malik,Pakistan,1982,1999,386,150,0,0,3373,94,58.023595505617976,4.2247657103320675,93.09101123595507,5/35,1,1,0
Saleem Pervez,Pakistan,1980,1980,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Saleem Raza,United Arab Emirates,1994,1996,6,6,0,0,179,3,59.666666666666664,5.59375,64,1/17,0,0,0
Saleem Yousuf,Pakistan,1982,1990,118,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Salman Butt,Pakistan,2003,2010,135,11,0,0,196,1,Inf,6.234211361472548,Inf,1/36,0,0,0
Salman Faris,United Arab Emirates,2014,2014,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Salman Farooq,United Arab Emirates,2014,2014,1,1,0,0,23,0,Inf,3.8333333333333335,Inf,NA,0,0,0
Salman Nazar,Canada,2021,2022,8,8,28,0,173,14,12.357142857142858,6.178571428571429,12,3/8,0,0,0
Salvin Stanly,CAM,2023,2024,16,8,13.1,0,130,5,26,9.873417721518988,15.8,2/8,0,0,0
Samader Shadab,GRC,2024,2024,4,3,8,0,85,3,28.333333333333332,10.625,16,2/36,0,0,0
Sameer Zia,United Arab Emirates,2004,2004,1,1,0,0,44,1,44,4.4,60,1/44,0,0,0
Sami Aslam,Pakistan,2015,2017,17,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sami Faridi,Canada,2008,2008,3,3,0,0,63,0,Inf,6.3,Inf,NA,0,0,0
Sami Sohail,MWest Indies,2019,2024,46,34,104.5,5,671,46,14.58695652173913,6.400635930047695,13.673913043478262,4/6,2,0,0
Sami Ullah,ROM,2020,2021,9,9,28,1,195,15,13,6.964285714285714,11.2,3/10,0,0,0
Samiallah Khalil,SWE,2022,2022,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Samir Patel,LES,2021,2022,13,1,2,0,22,0,Inf,11,Inf,NA,0,0,0
Samiullah Khan,Pakistan,2008,2008,2,2,0,0,115,0,Inf,5.75,Inf,NA,0,0,0
Samiullah Rahmani,SWE,2023,2024,9,5,10,0,82,3,27.333333333333332,8.2,20,2/14,0,0,0
Samiullah Shinwari,Afghanistan,2009,2022,149,103,105.4,0,2417,74,31.079192546583855,5.7126498273277875,34.267080745341616,5/13,2,1,0
Samiur Rahman,BAN,1986,1986,2,2,0,0,30,0,Inf,3,Inf,NA,0,0,0
Sana Ullah,SKOR,2022,2022,4,4,9.4,0,76,2,38,7.862068965517242,29,1/16,0,0,0
Sandeep Goud,OMA,2019,2024,82,22,27.1,0,306,5,Inf,7.1790611814346,Inf,2/36,0,0,0
Sandeep Nair,BUL,2022,2022,7,4,8,0,70,2,35,8.75,24,2/14,0,0,0
Sandeep Sharma,India,2015,2015,2,2,7,0,73,1,73,10.428571428571429,42,1/39,0,0,0
Sanjay Kumar,HUN,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Sanuar Hossain,BAN,1998,2003,36,19,0,0,637,15,47.35,4.655952296944465,63.55,3/49,0,0,0
Sapan Mehta,FIN,2022,2022,5,1,1,0,9,0,Inf,9,Inf,NA,0,0,0
Saqib Ali,United Arab Emirates,2008,2014,5,2,0,0,57,1,57,5.7,60,1/44,0,0,0
Saqib Naveed,EST,2021,2022,4,4,9,0,125,1,125,13.88888888888889,54,1/40,0,0,0
Saqib Zulfiqar,NED,2018,2024,22,17,11,0,410,11,37.16666666666667,6.594405594405595,33.83333333333333,2/43,0,0,0
Saqlain Ali,Belg,2019,2021,6,3,8,0,58,3,19.333333333333332,7.25,16,1/12,0,0,0
Saqlain Arshad,QAT,2019,2024,23,4,5,0,55,2,27.5,11,15,1/8,0,0,0
